device_type,brand,model,symptom_text,diagnosis,components,repair_time,success_rate,technician_level
smartphone,Xiaomi,Redmi Note 13 Pro 5G,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Xiaomi,Redmi Note 13 Pro 5G,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Xiaomi,Redmi Note 13 Pro 5G,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Xiaomi,Redmi Note 13 Pro 5G,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Xiaomi,Redmi Note 13 Pro 5G,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Xiaomi,Redmi Note 13 Pro 5G,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Xiaomi,Redmi Note 13 Pro 5G,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Xiaomi,Redmi Note 13 Pro 5G,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Xiaomi,Redmi Note 13 Pro 5G,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
smartphone,Xiaomi,POCO X6 Pro,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Xiaomi,POCO X6 Pro,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Xiaomi,POCO X6 Pro,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Xiaomi,POCO X6 Pro,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Xiaomi,POCO X6 Pro,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Xiaomi,POCO X6 Pro,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Xiaomi,POCO X6 Pro,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Xiaomi,POCO X6 Pro,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Xiaomi,POCO X6 Pro,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Xiaomi,POCO X6 Pro,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Xiaomi,POCO X6 Pro,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Xiaomi,POCO X6 Pro,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Xiaomi,POCO X6 Pro,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Xiaomi,POCO X6 Pro,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Xiaomi,POCO X6 Pro,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Xiaomi,POCO X6 Pro,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Xiaomi,POCO X6 Pro,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Xiaomi,POCO X6 Pro,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
smartphone,Xiaomi,POCO F6 Pro,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Xiaomi,POCO F6 Pro,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Xiaomi,POCO F6 Pro,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Xiaomi,POCO F6 Pro,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Xiaomi,POCO F6 Pro,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Xiaomi,POCO F6 Pro,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Xiaomi,POCO F6 Pro,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Xiaomi,POCO F6 Pro,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Xiaomi,POCO F6 Pro,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Xiaomi,POCO F6 Pro,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Xiaomi,POCO F6 Pro,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Xiaomi,POCO F6 Pro,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Xiaomi,POCO F6 Pro,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Xiaomi,POCO F6 Pro,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Xiaomi,POCO F6 Pro,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Xiaomi,POCO F6 Pro,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Xiaomi,POCO F6 Pro,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Xiaomi,POCO F6 Pro,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
smartphone,Xiaomi,POCO F6,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Xiaomi,POCO F6,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Xiaomi,POCO F6,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Xiaomi,POCO F6,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Xiaomi,POCO F6,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Xiaomi,POCO F6,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Xiaomi,POCO F6,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Xiaomi,POCO F6,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Xiaomi,POCO F6,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Xiaomi,POCO F6,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Xiaomi,POCO F6,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Xiaomi,POCO F6,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Xiaomi,POCO F6,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Xiaomi,POCO F6,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Xiaomi,POCO F6,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Xiaomi,POCO F6,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Xiaomi,POCO F6,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Xiaomi,POCO F6,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
laptop,HP,Pavilion 15,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard,60,90.0,Intermediate
laptop,HP,Pavilion 15,dead battery not charging,Battery failure,Battery;Charging port,45,95.0,Beginner
laptop,HP,Pavilion 15,screen cracked broken display,Screen damage,Display;Touch digitizer,75,95.0,Advanced
laptop,HP,Pavilion 15,slow performance lag freezing,Software issue,RAM;SSD;Operating system,90,85.0,Intermediate
laptop,HP,Pavilion 15,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste,60,88.0,Intermediate
laptop,HP,Pavilion 15,wifi not connecting no internet,Network failure,Wifi card;Network drivers,30,92.0,Beginner
laptop,HP,Pavilion 15,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable,45,90.0,Intermediate
laptop,HP,Pavilion 15,no sound speaker audio issue,Audio failure,Speakers;Audio jack,30,85.0,Beginner
laptop,HP,Pavilion 15,usb ports not working,USB failure,USB ports;Motherboard,45,87.0,Intermediate
laptop,HP,Pavilion 15,blue screen crash random restarts,RAM failure,RAM;Motherboard,45,88.0,Intermediate
laptop,HP,Pavilion 15,hard drive not detected no storage,Storage failure,SSD;SATA cable;M.2 slot,50,90.0,Intermediate
laptop,HP,Pavilion 15,trackpad not responding cursor jumping,Trackpad failure,Trackpad;Ribbon cable,40,88.0,Intermediate
laptop,HP,Pavilion 15,gpu artifacts screen glitches display lines,GPU failure,GPU;Display cable;Motherboard,60,75.0,Advanced
laptop,HP,Pavilion 15,bios not loading firmware corrupt,BIOS corruption,BIOS chip;CMOS battery,45,82.0,Advanced
laptop,HP,Envy x360 15,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard,60,90.0,Intermediate
laptop,HP,Envy x360 15,dead battery not charging,Battery failure,Battery;Charging port,45,95.0,Beginner
laptop,HP,Envy x360 15,screen cracked broken display,Screen damage,Display;Touch digitizer,75,95.0,Advanced
laptop,HP,Envy x360 15,slow performance lag freezing,Software issue,RAM;SSD;Operating system,90,85.0,Intermediate
laptop,HP,Envy x360 15,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste,60,88.0,Intermediate
laptop,HP,Envy x360 15,wifi not connecting no internet,Network failure,Wifi card;Network drivers,30,92.0,Beginner
laptop,HP,Envy x360 15,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable,45,90.0,Intermediate
laptop,HP,Envy x360 15,no sound speaker audio issue,Audio failure,Speakers;Audio jack,30,85.0,Beginner
laptop,HP,Envy x360 15,usb ports not working,USB failure,USB ports;Motherboard,45,87.0,Intermediate
laptop,HP,Envy x360 15,blue screen crash random restarts,RAM failure,RAM;Motherboard,45,88.0,Intermediate
laptop,HP,Envy x360 15,hard drive not detected no storage,Storage failure,SSD;SATA cable;M.2 slot,50,90.0,Intermediate
laptop,HP,Envy x360 15,trackpad not responding cursor jumping,Trackpad failure,Trackpad;Ribbon cable,40,88.0,Intermediate
laptop,HP,Envy x360 15,gpu artifacts screen glitches display lines,GPU failure,GPU;Display cable;Motherboard,60,75.0,Advanced
laptop,HP,Envy x360 15,bios not loading firmware corrupt,BIOS corruption,BIOS chip;CMOS battery,45,82.0,Advanced
laptop,HP,Spectre x360 14,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard,60,90.0,Intermediate
laptop,HP,Spectre x360 14,dead battery not charging,Battery failure,Battery;Charging port,45,95.0,Beginner
laptop,HP,Spectre x360 14,screen cracked broken display,Screen damage,Display;Touch digitizer,75,95.0,Advanced
laptop,HP,Spectre x360 14,slow performance lag freezing,Software issue,RAM;SSD;Operating system,90,85.0,Intermediate
laptop,HP,Spectre x360 14,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste,60,88.0,Intermediate
laptop,HP,Spectre x360 14,wifi not connecting no internet,Network failure,Wifi card;Network drivers,30,92.0,Beginner
laptop,HP,Spectre x360 14,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable,45,90.0,Intermediate
laptop,HP,Spectre x360 14,no sound speaker audio issue,Audio failure,Speakers;Audio jack,30,85.0,Beginner
laptop,HP,Spectre x360 14,usb ports not working,USB failure,USB ports;Motherboard,45,87.0,Intermediate
laptop,HP,Spectre x360 14,blue screen crash random restarts,RAM failure,RAM;Motherboard,45,88.0,Intermediate
laptop,HP,Spectre x360 14,hard drive not detected no storage,Storage failure,SSD;SATA cable;M.2 slot,50,90.0,Intermediate
laptop,HP,Spectre x360 14,trackpad not responding cursor jumping,Trackpad failure,Trackpad;Ribbon cable,40,88.0,Intermediate
laptop,HP,Spectre x360 14,gpu artifacts screen glitches display lines,GPU failure,GPU;Display cable;Motherboard,60,75.0,Advanced
laptop,HP,Spectre x360 14,bios not loading firmware corrupt,BIOS corruption,BIOS chip;CMOS battery,45,82.0,Advanced
laptop,HP,EliteBook 840,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard,60,90.0,Intermediate
laptop,HP,EliteBook 840,dead battery not charging,Battery failure,Battery;Charging port,45,95.0,Beginner
laptop,HP,EliteBook 840,screen cracked broken display,Screen damage,Display;Touch digitizer,75,95.0,Advanced
laptop,HP,EliteBook 840,slow performance lag freezing,Software issue,RAM;SSD;Operating system,90,85.0,Intermediate
laptop,HP,EliteBook 840,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste,60,88.0,Intermediate
laptop,HP,EliteBook 840,wifi not connecting no internet,Network failure,Wifi card;Network drivers,30,92.0,Beginner
laptop,HP,EliteBook 840,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable,45,90.0,Intermediate
laptop,HP,EliteBook 840,no sound speaker audio issue,Audio failure,Speakers;Audio jack,30,85.0,Beginner
laptop,HP,EliteBook 840,usb ports not working,USB failure,USB ports;Motherboard,45,87.0,Intermediate
laptop,HP,EliteBook 840,blue screen crash random restarts,RAM failure,RAM;Motherboard,45,88.0,Intermediate
laptop,HP,EliteBook 840,hard drive not detected no storage,Storage failure,SSD;SATA cable;M.2 slot,50,90.0,Intermediate
laptop,HP,EliteBook 840,trackpad not responding cursor jumping,Trackpad failure,Trackpad;Ribbon cable,40,88.0,Intermediate
laptop,HP,EliteBook 840,gpu artifacts screen glitches display lines,GPU failure,GPU;Display cable;Motherboard,60,75.0,Advanced
laptop,HP,EliteBook 840,bios not loading firmware corrupt,BIOS corruption,BIOS chip;CMOS battery,45,82.0,Advanced
laptop,HP,ProBook 450,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard,60,90.0,Intermediate
laptop,HP,ProBook 450,dead battery not charging,Battery failure,Battery;Charging port,45,95.0,Beginner
laptop,HP,ProBook 450,screen cracked broken display,Screen damage,Display;Touch digitizer,75,95.0,Advanced
laptop,HP,ProBook 450,slow performance lag freezing,Software issue,RAM;SSD;Operating system,90,85.0,Intermediate
laptop,HP,ProBook 450,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste,60,88.0,Intermediate
laptop,HP,ProBook 450,wifi not connecting no internet,Network failure,Wifi card;Network drivers,30,92.0,Beginner
laptop,HP,ProBook 450,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable,45,90.0,Intermediate
laptop,HP,ProBook 450,no sound speaker audio issue,Audio failure,Speakers;Audio jack,30,85.0,Beginner
laptop,HP,ProBook 450,usb ports not working,USB failure,USB ports;Motherboard,45,87.0,Intermediate
laptop,HP,ProBook 450,blue screen crash random restarts,RAM failure,RAM;Motherboard,45,88.0,Intermediate
laptop,HP,ProBook 450,hard drive not detected no storage,Storage failure,SSD;SATA cable;M.2 slot,50,90.0,Intermediate
laptop,HP,ProBook 450,trackpad not responding cursor jumping,Trackpad failure,Trackpad;Ribbon cable,40,88.0,Intermediate
laptop,HP,ProBook 450,gpu artifacts screen glitches display lines,GPU failure,GPU;Display cable;Motherboard,60,75.0,Advanced
laptop,HP,ProBook 450,bios not loading firmware corrupt,BIOS corruption,BIOS chip;CMOS battery,45,82.0,Advanced
laptop,HP,Omen 16,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard,60,90.0,Intermediate
laptop,HP,Omen 16,dead battery not charging,Battery failure,Battery;Charging port,45,95.0,Beginner
laptop,HP,Omen 16,screen cracked broken display,Screen damage,Display;Touch digitizer,75,95.0,Advanced
laptop,HP,Omen 16,slow performance lag freezing,Software issue,RAM;SSD;Operating system,90,85.0,Intermediate
laptop,HP,Omen 16,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste,60,88.0,Intermediate
laptop,HP,Omen 16,wifi not connecting no internet,Network failure,Wifi card;Network drivers,30,92.0,Beginner
laptop,HP,Omen 16,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable,45,90.0,Intermediate
laptop,HP,Omen 16,no sound speaker audio issue,Audio failure,Speakers;Audio jack,30,85.0,Beginner
laptop,HP,Omen 16,usb ports not working,USB failure,USB ports;Motherboard,45,87.0,Intermediate
laptop,HP,Omen 16,blue screen crash random restarts,RAM failure,RAM;Motherboard,45,88.0,Intermediate
laptop,HP,Omen 16,hard drive not detected no storage,Storage failure,SSD;SATA cable;M.2 slot,50,90.0,Intermediate
laptop,HP,Omen 16,trackpad not responding cursor jumping,Trackpad failure,Trackpad;Ribbon cable,40,88.0,Intermediate
laptop,HP,Omen 16,gpu artifacts screen glitches display lines,GPU failure,GPU;Display cable;Motherboard,60,75.0,Advanced
laptop,HP,Omen 16,bios not loading firmware corrupt,BIOS corruption,BIOS chip;CMOS battery,45,82.0,Advanced
laptop,HP,ZBook Firefly 14,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard,60,90.0,Intermediate
laptop,HP,ZBook Firefly 14,dead battery not charging,Battery failure,Battery;Charging port,45,95.0,Beginner
laptop,HP,ZBook Firefly 14,screen cracked broken display,Screen damage,Display;Touch digitizer,75,95.0,Advanced
laptop,HP,ZBook Firefly 14,slow performance lag freezing,Software issue,RAM;SSD;Operating system,90,85.0,Intermediate
laptop,HP,ZBook Firefly 14,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste,60,88.0,Intermediate
laptop,HP,ZBook Firefly 14,wifi not connecting no internet,Network failure,Wifi card;Network drivers,30,92.0,Beginner
laptop,HP,ZBook Firefly 14,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable,45,90.0,Intermediate
laptop,HP,ZBook Firefly 14,no sound speaker audio issue,Audio failure,Speakers;Audio jack,30,85.0,Beginner
laptop,HP,ZBook Firefly 14,usb ports not working,USB failure,USB ports;Motherboard,45,87.0,Intermediate
laptop,HP,ZBook Firefly 14,blue screen crash random restarts,RAM failure,RAM;Motherboard,45,88.0,Intermediate
laptop,HP,ZBook Firefly 14,hard drive not detected no storage,Storage failure,SSD;SATA cable;M.2 slot,50,90.0,Intermediate
laptop,HP,ZBook Firefly 14,trackpad not responding cursor jumping,Trackpad failure,Trackpad;Ribbon cable,40,88.0,Intermediate
laptop,HP,ZBook Firefly 14,gpu artifacts screen glitches display lines,GPU failure,GPU;Display cable;Motherboard,60,75.0,Advanced
laptop,HP,ZBook Firefly 14,bios not loading firmware corrupt,BIOS corruption,BIOS chip;CMOS battery,45,82.0,Advanced
laptop,Dell,Inspiron 15 5000,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard,60,90.0,Intermediate
laptop,Dell,Inspiron 15 5000,dead battery not charging,Battery failure,Battery;Charging port,45,95.0,Beginner
laptop,Dell,Inspiron 15 5000,screen cracked broken display,Screen damage,Display;Touch digitizer,75,95.0,Advanced
laptop,Dell,Inspiron 15 5000,slow performance lag freezing,Software issue,RAM;SSD;Operating system,90,85.0,Intermediate
laptop,Dell,Inspiron 15 5000,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste,60,88.0,Intermediate
laptop,Dell,Inspiron 15 5000,wifi not connecting no internet,Network failure,Wifi card;Network drivers,30,92.0,Beginner
laptop,Dell,Inspiron 15 5000,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable,45,90.0,Intermediate
laptop,Dell,Inspiron 15 5000,no sound speaker audio issue,Audio failure,Speakers;Audio jack,30,85.0,Beginner
laptop,Dell,Inspiron 15 5000,usb ports not working,USB failure,USB ports;Motherboard,45,87.0,Intermediate
laptop,Dell,Inspiron 15 5000,blue screen crash random restarts,RAM failure,RAM;Motherboard,45,88.0,Intermediate
laptop,Dell,Inspiron 15 5000,hard drive not detected no storage,Storage failure,SSD;SATA cable;M.2 slot,50,90.0,Intermediate
laptop,Dell,Inspiron 15 5000,trackpad not responding cursor jumping,Trackpad failure,Trackpad;Ribbon cable,40,88.0,Intermediate
laptop,Dell,Inspiron 15 5000,gpu artifacts screen glitches display lines,GPU failure,GPU;Display cable;Motherboard,60,75.0,Advanced
laptop,Dell,Inspiron 15 5000,bios not loading firmware corrupt,BIOS corruption,BIOS chip;CMOS battery,45,82.0,Advanced
laptop,Dell,XPS 15,blue screen crash random restarts,RAM failure,RAM;Motherboard,45,88.0,Intermediate
laptop,Dell,XPS 15,hard drive not detected no storage,Storage failure,SSD;SATA cable;M.2 slot,50,90.0,Intermediate
laptop,Dell,XPS 15,trackpad not responding cursor jumping,Trackpad failure,Trackpad;Ribbon cable,40,88.0,Intermediate
laptop,Dell,XPS 15,gpu artifacts screen glitches display lines,GPU failure,GPU;Display cable;Motherboard,60,75.0,Advanced
laptop,Dell,XPS 15,bios not loading firmware corrupt,BIOS corruption,BIOS chip;CMOS battery,45,82.0,Advanced
laptop,Dell,Latitude 5430,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard,60,90.0,Intermediate
laptop,Dell,Latitude 5430,dead battery not charging,Battery failure,Battery;Charging port,45,95.0,Beginner
laptop,Dell,Latitude 5430,screen cracked broken display,Screen damage,Display;Touch digitizer,75,95.0,Advanced
laptop,Dell,Latitude 5430,slow performance lag freezing,Software issue,RAM;SSD;Operating system,90,85.0,Intermediate
laptop,Dell,Latitude 5430,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste,60,88.0,Intermediate
laptop,Dell,Latitude 5430,wifi not connecting no internet,Network failure,Wifi card;Network drivers,30,92.0,Beginner
laptop,Dell,Latitude 5430,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable,45,90.0,Intermediate
laptop,Dell,Latitude 5430,no sound speaker audio issue,Audio failure,Speakers;Audio jack,30,85.0,Beginner
laptop,Dell,Latitude 5430,usb ports not working,USB failure,USB ports;Motherboard,45,87.0,Intermediate
laptop,Dell,Latitude 5430,blue screen crash random restarts,RAM failure,RAM;Motherboard,45,88.0,Intermediate
laptop,Dell,Latitude 5430,hard drive not detected no storage,Storage failure,SSD;SATA cable;M.2 slot,50,90.0,Intermediate
laptop,Dell,Latitude 5430,trackpad not responding cursor jumping,Trackpad failure,Trackpad;Ribbon cable,40,88.0,Intermediate
laptop,Dell,Latitude 5430,gpu artifacts screen glitches display lines,GPU failure,GPU;Display cable;Motherboard,60,75.0,Advanced
laptop,Dell,Latitude 5430,bios not loading firmware corrupt,BIOS corruption,BIOS chip;CMOS battery,45,82.0,Advanced
laptop,Dell,Latitude 7430,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard,60,90.0,Intermediate
laptop,Dell,Latitude 7430,dead battery not charging,Battery failure,Battery;Charging port,45,95.0,Beginner
laptop,Dell,Latitude 7430,screen cracked broken display,Screen damage,Display;Touch digitizer,75,95.0,Advanced
laptop,Dell,Latitude 7430,slow performance lag freezing,Software issue,RAM;SSD;Operating system,90,85.0,Intermediate
laptop,Dell,Latitude 7430,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste,60,88.0,Intermediate
laptop,Dell,Latitude 7430,wifi not connecting no internet,Network failure,Wifi card;Network drivers,30,92.0,Beginner
laptop,Dell,Latitude 7430,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable,45,90.0,Intermediate
laptop,Dell,Latitude 7430,no sound speaker audio issue,Audio failure,Speakers;Audio jack,30,85.0,Beginner
laptop,Dell,Latitude 7430,usb ports not working,USB failure,USB ports;Motherboard,45,87.0,Intermediate
laptop,Dell,Latitude 7430,blue screen crash random restarts,RAM failure,RAM;Motherboard,45,88.0,Intermediate
laptop,Dell,Latitude 7430,hard drive not detected no storage,Storage failure,SSD;SATA cable;M.2 slot,50,90.0,Intermediate
laptop,Dell,Latitude 7430,trackpad not responding cursor jumping,Trackpad failure,Trackpad;Ribbon cable,40,88.0,Intermediate
laptop,Dell,Latitude 7430,gpu artifacts screen glitches display lines,GPU failure,GPU;Display cable;Motherboard,60,75.0,Advanced
laptop,Dell,Latitude 7430,bios not loading firmware corrupt,BIOS corruption,BIOS chip;CMOS battery,45,82.0,Advanced
laptop,Dell,Alienware m16,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard,60,90.0,Intermediate
laptop,Dell,Alienware m16,dead battery not charging,Battery failure,Battery;Charging port,45,95.0,Beginner
laptop,Dell,Alienware m16,screen cracked broken display,Screen damage,Display;Touch digitizer,75,95.0,Advanced
laptop,Dell,Alienware m16,slow performance lag freezing,Software issue,RAM;SSD;Operating system,90,85.0,Intermediate
laptop,Dell,Alienware m16,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste,60,88.0,Intermediate
laptop,Dell,Alienware m16,wifi not connecting no internet,Network failure,Wifi card;Network drivers,30,92.0,Beginner
laptop,Dell,Alienware m16,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable,45,90.0,Intermediate
laptop,Dell,Alienware m16,no sound speaker audio issue,Audio failure,Speakers;Audio jack,30,85.0,Beginner
laptop,Dell,Alienware m16,usb ports not working,USB failure,USB ports;Motherboard,45,87.0,Intermediate
laptop,Dell,Alienware m16,blue screen crash random restarts,RAM failure,RAM;Motherboard,45,88.0,Intermediate
laptop,Dell,Alienware m16,hard drive not detected no storage,Storage failure,SSD;SATA cable;M.2 slot,50,90.0,Intermediate
laptop,Dell,Alienware m16,trackpad not responding cursor jumping,Trackpad failure,Trackpad;Ribbon cable,40,88.0,Intermediate
laptop,Dell,Alienware m16,gpu artifacts screen glitches display lines,GPU failure,GPU;Display cable;Motherboard,60,75.0,Advanced
laptop,Dell,Alienware m16,bios not loading firmware corrupt,BIOS corruption,BIOS chip;CMOS battery,45,82.0,Advanced
laptop,Dell,Dell G15,won't turn on no power black screen,Power supply failure,Power adapter;Battery;Motherboard,60,90.0,Intermediate
laptop,Dell,Dell G15,dead battery not charging,Battery failure,Battery;Charging port,45,95.0,Beginner
laptop,Dell,Dell G15,screen cracked broken display,Screen damage,Display;Touch digitizer,75,95.0,Advanced
laptop,Dell,Dell G15,slow performance lag freezing,Software issue,RAM;SSD;Operating system,90,85.0,Intermediate
laptop,Dell,Dell G15,overheating fan loud hot,Cooling system failure,Fan;Heat sink;Thermal paste,60,88.0,Intermediate
laptop,Dell,Dell G15,wifi not connecting no internet,Network failure,Wifi card;Network drivers,30,92.0,Beginner
laptop,Dell,Dell G15,keyboard not working some keys,Keyboard failure,Keyboard;Ribbon cable,45,90.0,Intermediate
