device_type,brand,model,symptom_text,diagnosis,components,repair_time,success_rate,technician_level
smartwatch,Garmin,Fenix 7,vertical lines on display,Display malfunction,Display connector;Display driver,57,87.1,Intermediate
smartwatch,Garmin,Fenix 7,screen goes black randomly,Display malfunction,Display connector;Display driver,56,81.0,Intermediate
smartwatch,Garmin,Fenix 7,slow performance lag freezing,Software issue,Storage;Operating system;Watch OS,81,87.4,Intermediate
smartwatch,Garmin,Fenix 7,apps crash constantly won't stay open,Software issue,Storage;Operating system;Watch OS,83,80.3,Intermediate
smartwatch,Garmin,Fenix 7,system freezes need to force restart,Software issue,Storage;Operating system;Watch OS,88,85.9,Intermediate
smartwatch,Garmin,Fenix 7,very slow takes forever to open anything,Software issue,Storage;Operating system;Watch OS,85,89.9,Intermediate
smartwatch,Garmin,Fenix 7,keeps restarting on its own,Software issue,Storage;Operating system;Watch OS,97,87.9,Intermediate
smartwatch,Garmin,Fenix 7,overheating fan loud hot,Cooling system failure,Processor;Battery,60,88.1,Intermediate
smartwatch,Garmin,Fenix 7,device gets extremely hot can't touch it,Cooling system failure,Processor;Battery,51,91.2,Intermediate
smartwatch,Garmin,Fenix 7,fan running at full speed very noisy,Cooling system failure,Processor;Battery,56,90.0,Intermediate
smartwatch,Garmin,Fenix 7,shuts down due to overheating,Cooling system failure,Processor;Battery,62,84.2,Intermediate
smartwatch,Garmin,Fenix 7,bottom gets burning hot during use,Cooling system failure,Processor;Battery,55,84.3,Intermediate
smartwatch,Garmin,Fenix 7,wifi not connecting no internet,Network failure,Wifi chip;Bluetooth module,31,87.0,Beginner
smartwatch,Garmin,Fenix 7,bluetooth won't turn on greyed out,Network failure,Wifi chip;Bluetooth module,29,92.2,Beginner
smartwatch,Garmin,Fenix 7,wifi keeps disconnecting every few minutes,Network failure,Wifi chip;Bluetooth module,22,93.9,Beginner
smartwatch,Garmin,Fenix 7,can't find any wifi networks,Network failure,Wifi chip;Bluetooth module,22,93.8,Beginner
smartwatch,Garmin,Fenix 7,network adapter not detected,Network failure,Wifi chip;Bluetooth module,30,88.6,Beginner
smartwatch,Garmin,Fenix 7,touch screen not working,Touch failure,Touch screen;Touch sensor,42,84.7,Intermediate
smartwatch,Garmin,Fenix 7,touch not responding after screen replacement,Touch failure,Touch screen;Touch sensor,42,81.0,Intermediate
smartwatch,Garmin,Fenix 7,ghost touches screen taps by itself,Touch failure,Touch screen;Touch sensor,45,82.2,Intermediate
smartwatch,Garmin,Fenix 7,touch works only in some areas,Touch failure,Touch screen;Touch sensor,35,82.6,Intermediate
smartwatch,Garmin,Fenix 7,multitouch not working,Touch failure,Touch screen;Touch sensor,50,83.4,Intermediate
smartwatch,Garmin,Fenix 7,no sound speaker audio issue,Audio failure,Speaker;Microphone,38,85.5,Beginner
smartwatch,Garmin,Fenix 7,speakers crackling distorted sound,Audio failure,Speaker;Microphone,32,89.4,Beginner
smartwatch,Garmin,Fenix 7,microphone not working during calls,Audio failure,Speaker;Microphone,21,84.7,Beginner
smartwatch,Garmin,Fenix 7,audio only works with headphones,Audio failure,Speaker;Microphone,21,88.1,Beginner
smartwatch,Garmin,Fenix 7,one speaker not working,Audio failure,Speaker;Microphone,36,88.1,Beginner
smartwatch,Garmin,Fenix 7,camera not working,Camera failure,Camera module,43,90.0,Intermediate
smartwatch,Garmin,Fenix 7,camera shows black screen,Camera failure,Camera module,50,92.0,Intermediate
smartwatch,Garmin,Fenix 7,camera blurry won't focus,Camera failure,Camera module,54,83.6,Intermediate
smartwatch,Garmin,Fenix 7,front camera works but rear camera doesn't,Camera failure,Camera module,49,87.2,Intermediate
smartwatch,Garmin,Fenix 7,camera app crashes when opened,Camera failure,Camera module,35,85.4,Intermediate
smartwatch,Garmin,Fenix 7,hard drive not detected,Storage failure,Internal storage,78,71.0,Advanced
smartwatch,Garmin,Fenix 7,storage full can't save anything,Storage failure,Internal storage,66,66.1,Advanced
smartwatch,Garmin,Fenix 7,ssd failed system won't boot,Storage failure,Internal storage,74,71.3,Advanced
smartwatch,Garmin,Fenix 7,corrupted storage data loss,Storage failure,Internal storage,72,69.1,Advanced
smartwatch,Garmin,Fenix 7,disk errors constant warnings,Storage failure,Internal storage,75,66.8,Advanced
smartwatch,Garmin,Fenix 7,dropped in water won't turn on,Water damage,Main board;Battery;Display,115,59.1,Expert
smartwatch,Garmin,Fenix 7,liquid damage corrosion visible,Water damage,Main board;Battery;Display,116,62.0,Expert
smartwatch,Garmin,Fenix 7,water indicator triggered device wet,Water damage,Main board;Battery;Display,111,55.4,Expert
smartwatch,Garmin,Fenix 7,coffee spilled on device not working,Water damage,Main board;Battery;Display,127,58.1,Expert
smartwatch,Garmin,Fenix 7,moisture inside screen foggy display,Water damage,Main board;Battery;Display,126,60.1,Expert
smartwatch,Garmin,Fenix 7,dropped device cracked case,Physical damage,Case;Housing;Glass,64,75.1,Intermediate
smartwatch,Garmin,Fenix 7,bent frame after sitting on it,Physical damage,Case;Housing;Glass,53,84.0,Intermediate
smartwatch,Garmin,Fenix 7,buttons physically broken,Physical damage,Case;Housing;Glass,65,84.7,Intermediate
smartwatch,Garmin,Fenix 7,housing cracked from impact,Physical damage,Case;Housing;Glass,57,75.6,Intermediate
smartwatch,Garmin,Fenix 7,device dented from fall,Physical damage,Case;Housing;Glass,68,82.9,Intermediate
smartwatch,Garmin,Fenix 7,device powers on but no display,Motherboard failure,Main board;Processor,157,66.9,Expert
smartwatch,Garmin,Fenix 7,random shutdowns motherboard issue,Motherboard failure,Main board;Processor,149,69.0,Expert
smartwatch,Garmin,Fenix 7,short circuit smell burning,Motherboard failure,Main board;Processor,155,64.1,Expert
smartwatch,Garmin,Fenix 7,no boot beep codes,Motherboard failure,Main board;Processor,142,61.8,Expert
smartwatch,Garmin,Fenix 7,device turns on for few seconds then dies,Motherboard failure,Main board;Processor,158,65.4,Expert
smartwatch,Garmin,Fenix 7,screen rotation not working,Sensor failure,Heart rate sensor;Blood oxygen sensor;Accelerometer;Gyroscope,35,70.0,Advanced
smartwatch,Garmin,Fenix 7,proximity sensor not working screen stays on,Sensor failure,Heart rate sensor;Blood oxygen sensor;Accelerometer;Gyroscope,40,78.1,Advanced
smartwatch,Garmin,Fenix 7,fingerprint sensor not recognizing,Sensor failure,Heart rate sensor;Blood oxygen sensor;Accelerometer;Gyroscope,37,70.1,Advanced
smartwatch,Garmin,Fenix 7,face id not working,Sensor failure,Heart rate sensor;Blood oxygen sensor;Accelerometer;Gyroscope,55,70.4,Advanced
smartwatch,Garmin,Fenix 7,heart rate sensor not detecting,Sensor failure,Heart rate sensor;Blood oxygen sensor;Accelerometer;Gyroscope,44,76.9,Advanced
smartwatch,Apple,Watch Ultra,won't turn on no power black screen,Power supply failure,Battery;Charging contacts;Power IC,58,93.7,Intermediate
smartwatch,Apple,Watch Ultra,completely dead not responding to power button,Power supply failure,Battery;Charging contacts;Power IC,53,94.3,Intermediate
smartwatch,Apple,Watch Ultra,no lights no signs of life,Power supply failure,Battery;Charging contacts;Power IC,57,88.8,Intermediate
smartwatch,Apple,Watch Ultra,power button not working device dead,Power supply failure,Battery;Charging contacts;Power IC,67,86.9,Intermediate
smartwatch,Apple,Watch Ultra,tried charging overnight still won't turn on,Power supply failure,Battery;Charging contacts;Power IC,61,94.6,Intermediate
smartwatch,Apple,Watch Ultra,dead battery not charging,Battery failure,Battery;Charging contacts,37,92.0,Beginner
smartwatch,Apple,Watch Ultra,battery drains very fast only lasts 30 minutes,Battery failure,Battery;Charging contacts,51,96.2,Beginner
smartwatch,Apple,Watch Ultra,charging but percentage not increasing,Battery failure,Battery;Charging contacts,36,98.2,Beginner
smartwatch,Apple,Watch Ultra,battery swollen device bulging,Battery failure,Battery;Charging contacts,49,100.0,Beginner
smartwatch,Apple,Watch Ultra,shows charging but battery percentage drops,Battery failure,Battery;Charging contacts,54,96.9,Beginner
smartwatch,Apple,Watch Ultra,screen cracked broken display,Screen damage,Display;Touch screen;Glass cover,78,94.9,Advanced
smartwatch,Apple,Watch Ultra,display shattered touch not working,Screen damage,Display;Touch screen;Glass cover,84,96.8,Advanced
smartwatch,Apple,Watch Ultra,black spots on screen after drop,Screen damage,Display;Touch screen;Glass cover,79,96.6,Advanced
smartwatch,Apple,Watch Ultra,screen flickering lines across display,Screen damage,Display;Touch screen;Glass cover,68,91.9,Advanced
smartwatch,Apple,Watch Ultra,half screen not working after fall,Screen damage,Display;Touch screen;Glass cover,69,97.9,Advanced
smartwatch,Apple,Watch Ultra,screen stays black but device is on,Display malfunction,Display connector;Display driver,60,84.2,Intermediate
smartwatch,Apple,Watch Ultra,display very dim can barely see anything,Display malfunction,Display connector;Display driver,64,87.3,Intermediate
smartwatch,Apple,Watch Ultra,screen flickers when moving lid,Display malfunction,Display connector;Display driver,63,88.2,Intermediate
smartwatch,Apple,Watch Ultra,vertical lines on display,Display malfunction,Display connector;Display driver,62,84.6,Intermediate
smartwatch,Apple,Watch Ultra,screen goes black randomly,Display malfunction,Display connector;Display driver,57,81.1,Intermediate
smartwatch,Apple,Watch Ultra,slow performance lag freezing,Software issue,Storage;Operating system;Watch OS,90,88.8,Intermediate
smartwatch,Apple,Watch Ultra,apps crash constantly won't stay open,Software issue,Storage;Operating system;Watch OS,85,82.6,Intermediate
smartwatch,Apple,Watch Ultra,system freezes need to force restart,Software issue,Storage;Operating system;Watch OS,96,88.3,Intermediate
smartwatch,Apple,Watch Ultra,very slow takes forever to open anything,Software issue,Storage;Operating system;Watch OS,95,82.7,Intermediate
smartwatch,Apple,Watch Ultra,keeps restarting on its own,Software issue,Storage;Operating system;Watch OS,86,83.3,Intermediate
smartwatch,Apple,Watch Ultra,overheating fan loud hot,Cooling system failure,Processor;Battery,61,84.0,Intermediate
smartwatch,Apple,Watch Ultra,device gets extremely hot can't touch it,Cooling system failure,Processor;Battery,55,90.3,Intermediate
smartwatch,Apple,Watch Ultra,fan running at full speed very noisy,Cooling system failure,Processor;Battery,69,86.4,Intermediate
smartwatch,Apple,Watch Ultra,shuts down due to overheating,Cooling system failure,Processor;Battery,70,85.7,Intermediate
smartwatch,Apple,Watch Ultra,bottom gets burning hot during use,Cooling system failure,Processor;Battery,60,88.0,Intermediate
smartwatch,Apple,Watch Ultra,wifi not connecting no internet,Network failure,Wifi chip;Bluetooth module,21,90.6,Beginner
smartwatch,Apple,Watch Ultra,bluetooth won't turn on greyed out,Network failure,Wifi chip;Bluetooth module,23,96.3,Beginner
smartwatch,Apple,Watch Ultra,wifi keeps disconnecting every few minutes,Network failure,Wifi chip;Bluetooth module,29,87.3,Beginner
smartwatch,Apple,Watch Ultra,can't find any wifi networks,Network failure,Wifi chip;Bluetooth module,37,89.8,Beginner
smartwatch,Apple,Watch Ultra,network adapter not detected,Network failure,Wifi chip;Bluetooth module,36,95.7,Beginner
smartwatch,Apple,Watch Ultra,touch screen not working,Touch failure,Touch screen;Touch sensor,37,82.3,Intermediate
smartwatch,Apple,Watch Ultra,touch not responding after screen replacement,Touch failure,Touch screen;Touch sensor,54,80.5,Intermediate
smartwatch,Apple,Watch Ultra,ghost touches screen taps by itself,Touch failure,Touch screen;Touch sensor,41,82.3,Intermediate
smartwatch,Apple,Watch Ultra,touch works only in some areas,Touch failure,Touch screen;Touch sensor,41,84.5,Intermediate
smartwatch,Apple,Watch Ultra,multitouch not working,Touch failure,Touch screen;Touch sensor,40,79.9,Intermediate
smartwatch,Apple,Watch Ultra,no sound speaker audio issue,Audio failure,Speaker;Microphone,27,88.5,Beginner
smartwatch,Apple,Watch Ultra,speakers crackling distorted sound,Audio failure,Speaker;Microphone,22,85.9,Beginner
smartwatch,Apple,Watch Ultra,microphone not working during calls,Audio failure,Speaker;Microphone,28,84.6,Beginner
smartwatch,Apple,Watch Ultra,audio only works with headphones,Audio failure,Speaker;Microphone,23,88.2,Beginner
smartwatch,Apple,Watch Ultra,one speaker not working,Audio failure,Speaker;Microphone,34,81.0,Beginner
smartwatch,Apple,Watch Ultra,camera not working,Camera failure,Camera module,54,88.7,Intermediate
smartwatch,Apple,Watch Ultra,camera shows black screen,Camera failure,Camera module,48,91.0,Intermediate
smartwatch,Apple,Watch Ultra,camera blurry won't focus,Camera failure,Camera module,41,89.0,Intermediate
smartwatch,Apple,Watch Ultra,front camera works but rear camera doesn't,Camera failure,Camera module,36,91.2,Intermediate
smartwatch,Apple,Watch Ultra,camera app crashes when opened,Camera failure,Camera module,55,82.7,Intermediate
smartwatch,Apple,Watch Ultra,hard drive not detected,Storage failure,Internal storage,69,66.7,Advanced
smartwatch,Apple,Watch Ultra,storage full can't save anything,Storage failure,Internal storage,80,71.7,Advanced
smartwatch,Apple,Watch Ultra,ssd failed system won't boot,Storage failure,Internal storage,72,72.2,Advanced
smartwatch,Apple,Watch Ultra,corrupted storage data loss,Storage failure,Internal storage,78,66.5,Advanced
smartwatch,Apple,Watch Ultra,disk errors constant warnings,Storage failure,Internal storage,66,67.0,Advanced
smartwatch,Apple,Watch Ultra,dropped in water won't turn on,Water damage,Main board;Battery;Display,113,61.2,Expert
smartwatch,Apple,Watch Ultra,liquid damage corrosion visible,Water damage,Main board;Battery;Display,115,56.2,Expert
smartwatch,Apple,Watch Ultra,water indicator triggered device wet,Water damage,Main board;Battery;Display,125,60.8,Expert
smartwatch,Apple,Watch Ultra,coffee spilled on device not working,Water damage,Main board;Battery;Display,115,56.3,Expert
smartwatch,Apple,Watch Ultra,moisture inside screen foggy display,Water damage,Main board;Battery;Display,121,64.5,Expert
smartwatch,Apple,Watch Ultra,dropped device cracked case,Physical damage,Case;Housing;Glass,65,75.4,Intermediate
smartwatch,Apple,Watch Ultra,bent frame after sitting on it,Physical damage,Case;Housing;Glass,58,80.4,Intermediate
smartwatch,Apple,Watch Ultra,buttons physically broken,Physical damage,Case;Housing;Glass,66,79.1,Intermediate
smartwatch,Apple,Watch Ultra,housing cracked from impact,Physical damage,Case;Housing;Glass,63,76.9,Intermediate
smartwatch,Apple,Watch Ultra,device dented from fall,Physical damage,Case;Housing;Glass,60,78.7,Intermediate
smartwatch,Apple,Watch Ultra,device powers on but no display,Motherboard failure,Main board;Processor,144,68.4,Expert
smartwatch,Apple,Watch Ultra,random shutdowns motherboard issue,Motherboard failure,Main board;Processor,155,60.8,Expert
smartwatch,Apple,Watch Ultra,short circuit smell burning,Motherboard failure,Main board;Processor,147,61.0,Expert
smartwatch,Apple,Watch Ultra,no boot beep codes,Motherboard failure,Main board;Processor,154,63.7,Expert
smartwatch,Apple,Watch Ultra,device turns on for few seconds then dies,Motherboard failure,Main board;Processor,151,64.0,Expert
smartwatch,Apple,Watch Ultra,screen rotation not working,Sensor failure,Heart rate sensor;Blood oxygen sensor;Accelerometer;Gyroscope,54,78.3,Advanced
smartwatch,Apple,Watch Ultra,proximity sensor not working screen stays on,Sensor failure,Heart rate sensor;Blood oxygen sensor;Accelerometer;Gyroscope,42,76.1,Advanced
smartwatch,Apple,Watch Ultra,fingerprint sensor not recognizing,Sensor failure,Heart rate sensor;Blood oxygen sensor;Accelerometer;Gyroscope,52,79.9,Advanced
smartwatch,Apple,Watch Ultra,face id not working,Sensor failure,Heart rate sensor;Blood oxygen sensor;Accelerometer;Gyroscope,36,73.1,Advanced
smartwatch,Apple,Watch Ultra,heart rate sensor not detecting,Sensor failure,Heart rate sensor;Blood oxygen sensor;Accelerometer;Gyroscope,49,73.3,Advanced
smarttv,Samsung,QN90B,won't turn on no power black screen,Power supply failure,Power supply board;Main board;Power cable,70,92.3,Intermediate
smarttv,Samsung,QN90B,completely dead not responding to power button,Power supply failure,Power supply board;Main board;Power cable,67,91.4,Intermediate
smarttv,Samsung,QN90B,no lights no signs of life,Power supply failure,Power supply board;Main board;Power cable,60,88.0,Intermediate
smarttv,Samsung,QN90B,power button not working device dead,Power supply failure,Power supply board;Main board;Power cable,70,89.6,Intermediate
smarttv,Samsung,QN90B,tried charging overnight still won't turn on,Power supply failure,Power supply board;Main board;Power cable,68,94.0,Intermediate
smarttv,Samsung,QN90B,screen cracked broken display,Screen damage,Display panel;T-CON board;LED backlight,80,91.5,Advanced
smarttv,Samsung,QN90B,display shattered touch not working,Screen damage,Display panel;T-CON board;LED backlight,65,92.1,Advanced
smarttv,Samsung,QN90B,black spots on screen after drop,Screen damage,Display panel;T-CON board;LED backlight,83,95.3,Advanced
smarttv,Samsung,QN90B,screen flickering lines across display,Screen damage,Display panel;T-CON board;LED backlight,79,93.5,Advanced
smarttv,Samsung,QN90B,half screen not working after fall,Screen damage,Display panel;T-CON board;LED backlight,65,93.2,Advanced
smarttv,Samsung,QN90B,screen stays black but device is on,Display malfunction,T-CON board;Main board;Display panel,58,86.3,Intermediate
smarttv,Samsung,QN90B,display very dim can barely see anything,Display malfunction,T-CON board;Main board;Display panel,57,88.0,Intermediate
smarttv,Samsung,QN90B,screen flickers when moving lid,Display malfunction,T-CON board;Main board;Display panel,69,80.4,Intermediate
smarttv,Samsung,QN90B,vertical lines on display,Display malfunction,T-CON board;Main board;Display panel,67,86.6,Intermediate
smarttv,Samsung,QN90B,screen goes black randomly,Display malfunction,T-CON board;Main board;Display panel,60,88.0,Intermediate
smarttv,Samsung,QN90B,slow performance lag freezing,Software issue,RAM;Flash storage;Smart TV OS,97,87.1,Intermediate
smarttv,Samsung,QN90B,apps crash constantly won't stay open,Software issue,RAM;Flash storage;Smart TV OS,89,86.5,Intermediate
smarttv,Samsung,QN90B,system freezes need to force restart,Software issue,RAM;Flash storage;Smart TV OS,95,85.7,Intermediate
smarttv,Samsung,QN90B,very slow takes forever to open anything,Software issue,RAM;Flash storage;Smart TV OS,86,88.5,Intermediate
smarttv,Samsung,QN90B,keeps restarting on its own,Software issue,RAM;Flash storage;Smart TV OS,85,81.4,Intermediate
smarttv,Samsung,QN90B,overheating fan loud hot,Cooling system failure,Cooling fan;Heat sink;Processor,62,83.5,Intermediate
smarttv,Samsung,QN90B,device gets extremely hot can't touch it,Cooling system failure,Cooling fan;Heat sink;Processor,59,83.8,Intermediate
smarttv,Samsung,QN90B,fan running at full speed very noisy,Cooling system failure,Cooling fan;Heat sink;Processor,65,87.0,Intermediate
smarttv,Samsung,QN90B,shuts down due to overheating,Cooling system failure,Cooling fan;Heat sink;Processor,70,88.6,Intermediate
smarttv,Samsung,QN90B,bottom gets burning hot during use,Cooling system failure,Cooling fan;Heat sink;Processor,61,86.3,Intermediate
smarttv,Samsung,QN90B,wifi not connecting no internet,Network failure,WiFi module;Network card,39,96.7,Beginner
smarttv,Samsung,QN90B,bluetooth won't turn on greyed out,Network failure,WiFi module;Network card,35,92.2,Beginner
smarttv,Samsung,QN90B,wifi keeps disconnecting every few minutes,Network failure,WiFi module;Network card,23,95.1,Beginner
smarttv,Samsung,QN90B,can't find any wifi networks,Network failure,WiFi module;Network card,36,96.1,Beginner
smarttv,Samsung,QN90B,network adapter not detected,Network failure,WiFi module;Network card,30,89.0,Beginner
smarttv,Samsung,QN90B,no sound speaker audio issue,Audio failure,Speakers;Audio board;Audio processor,26,88.9,Beginner
smarttv,Samsung,QN90B,speakers crackling distorted sound,Audio failure,Speakers;Audio board;Audio processor,26,85.7,Beginner
smarttv,Samsung,QN90B,microphone not working during calls,Audio failure,Speakers;Audio board;Audio processor,35,88.1,Beginner
smarttv,Samsung,QN90B,audio only works with headphones,Audio failure,Speakers;Audio board;Audio processor,22,86.7,Beginner
smarttv,Samsung,QN90B,one speaker not working,Audio failure,Speakers;Audio board;Audio processor,34,89.8,Beginner
smarttv,Samsung,QN90B,usb ports not working,USB failure,USB ports;Main board,47,84.5,Intermediate
smarttv,Samsung,QN90B,usb devices not recognized,USB failure,USB ports;Main board,44,83.0,Intermediate
smarttv,Samsung,QN90B,charging port loose not connecting properly,USB failure,USB ports;Main board,37,89.5,Intermediate
smarttv,Samsung,QN90B,usb port physically damaged,USB failure,USB ports;Main board,50,90.9,Intermediate
smarttv,Samsung,QN90B,some usb ports work others don't,USB failure,USB ports;Main board,49,87.5,Intermediate
smarttv,Samsung,QN90B,hard drive not detected,Storage failure,Flash storage;Storage module,72,72.9,Advanced
smarttv,Samsung,QN90B,storage full can't save anything,Storage failure,Flash storage;Storage module,73,69.3,Advanced
smarttv,Samsung,QN90B,ssd failed system won't boot,Storage failure,Flash storage;Storage module,73,65.9,Advanced
smarttv,Samsung,QN90B,corrupted storage data loss,Storage failure,Flash storage;Storage module,70,67.4,Advanced
smarttv,Samsung,QN90B,disk errors constant warnings,Storage failure,Flash storage;Storage module,66,65.0,Advanced
smarttv,Samsung,QN90B,device powers on but no display,Motherboard failure,Main board;Processor,152,62.6,Expert
smarttv,Samsung,QN90B,random shutdowns motherboard issue,Motherboard failure,Main board;Processor,142,64.4,Expert
smarttv,Samsung,QN90B,short circuit smell burning,Motherboard failure,Main board;Processor,155,65.6,Expert
smarttv,Samsung,QN90B,no boot beep codes,Motherboard failure,Main board;Processor,155,69.9,Expert
smarttv,Samsung,QN90B,device turns on for few seconds then dies,Motherboard failure,Main board;Processor,144,65.4,Expert
smarttv,LG,OLED C1,won't turn on no power black screen,Power supply failure,Power supply board;Main board;Power cable,50,91.0,Intermediate
smarttv,LG,OLED C1,completely dead not responding to power button,Power supply failure,Power supply board;Main board;Power cable,55,85.9,Intermediate
smarttv,LG,OLED C1,no lights no signs of life,Power supply failure,Power supply board;Main board;Power cable,68,88.3,Intermediate
smarttv,LG,OLED C1,power button not working device dead,Power supply failure,Power supply board;Main board;Power cable,67,89.2,Intermediate
smarttv,LG,OLED C1,tried charging overnight still won't turn on,Power supply failure,Power supply board;Main board;Power cable,54,94.4,Intermediate
smarttv,LG,OLED C1,screen cracked broken display,Screen damage,Display panel;T-CON board;LED backlight,85,90.3,Advanced
smarttv,LG,OLED C1,display shattered touch not working,Screen damage,Display panel;T-CON board;LED backlight,84,96.3,Advanced
smarttv,LG,OLED C1,black spots on screen after drop,Screen damage,Display panel;T-CON board;LED backlight,73,93.9,Advanced
smarttv,LG,OLED C1,screen flickering lines across display,Screen damage,Display panel;T-CON board;LED backlight,67,98.8,Advanced
smarttv,LG,OLED C1,half screen not working after fall,Screen damage,Display panel;T-CON board;LED backlight,79,98.2,Advanced
smarttv,LG,OLED C1,screen stays black but device is on,Display malfunction,T-CON board;Main board;Display panel,62,81.8,Intermediate
smarttv,LG,OLED C1,display very dim can barely see anything,Display malfunction,T-CON board;Main board;Display panel,62,87.2,Intermediate
smarttv,LG,OLED C1,screen flickers when moving lid,Display malfunction,T-CON board;Main board;Display panel,70,82.1,Intermediate
smarttv,LG,OLED C1,vertical lines on display,Display malfunction,T-CON board;Main board;Display panel,54,86.6,Intermediate
smarttv,LG,OLED C1,screen goes black randomly,Display malfunction,T-CON board;Main board;Display panel,67,83.3,Intermediate
smarttv,LG,OLED C1,slow performance lag freezing,Software issue,RAM;Flash storage;Smart TV OS,82,85.7,Intermediate
smarttv,LG,OLED C1,apps crash constantly won't stay open,Software issue,RAM;Flash storage;Smart TV OS,96,89.3,Intermediate
smarttv,LG,OLED C1,system freezes need to force restart,Software issue,RAM;Flash storage;Smart TV OS,90,87.8,Intermediate
smarttv,LG,OLED C1,very slow takes forever to open anything,Software issue,RAM;Flash storage;Smart TV OS,97,88.5,Intermediate
smarttv,LG,OLED C1,keeps restarting on its own,Software issue,RAM;Flash storage;Smart TV OS,99,85.2,Intermediate
smarttv,LG,OLED C1,overheating fan loud hot,Cooling system failure,Cooling fan;Heat sink;Processor,56,87.4,Intermediate
smarttv,LG,OLED C1,device gets extremely hot can't touch it,Cooling system failure,Cooling fan;Heat sink;Processor,69,83.5,Intermediate
smarttv,LG,OLED C1,fan running at full speed very noisy,Cooling system failure,Cooling fan;Heat sink;Processor,60,86.3,Intermediate
smarttv,LG,OLED C1,shuts down due to overheating,Cooling system failure,Cooling fan;Heat sink;Processor,50,90.0,Intermediate
smarttv,LG,OLED C1,bottom gets burning hot during use,Cooling system failure,Cooling fan;Heat sink;Processor,52,87.3,Intermediate
smarttv,LG,OLED C1,wifi not connecting no internet,Network failure,WiFi module;Network card,27,88.6,Beginner
smarttv,LG,OLED C1,bluetooth won't turn on greyed out,Network failure,WiFi module;Network card,39,87.4,Beginner
smarttv,LG,OLED C1,wifi keeps disconnecting every few minutes,Network failure,WiFi module;Network card,31,89.2,Beginner
smarttv,LG,OLED C1,can't find any wifi networks,Network failure,WiFi module;Network card,20,90.9,Beginner
smarttv,LG,OLED C1,network adapter not detected,Network failure,WiFi module;Network card,40,94.1,Beginner
smarttv,LG,OLED C1,no sound speaker audio issue,Audio failure,Speakers;Audio board;Audio processor,30,87.7,Beginner
smarttv,LG,OLED C1,speakers crackling distorted sound,Audio failure,Speakers;Audio board;Audio processor,36,80.9,Beginner
smarttv,LG,OLED C1,microphone not working during calls,Audio failure,Speakers;Audio board;Audio processor,35,84.8,Beginner
smarttv,LG,OLED C1,audio only works with headphones,Audio failure,Speakers;Audio board;Audio processor,32,84.3,Beginner
smarttv,LG,OLED C1,one speaker not working,Audio failure,Speakers;Audio board;Audio processor,22,89.6,Beginner
smarttv,LG,OLED C1,usb ports not working,USB failure,USB ports;Main board,43,90.9,Intermediate
smarttv,LG,OLED C1,usb devices not recognized,USB failure,USB ports;Main board,53,85.4,Intermediate
smarttv,LG,OLED C1,charging port loose not connecting properly,USB failure,USB ports;Main board,50,88.2,Intermediate
smarttv,LG,OLED C1,usb port physically damaged,USB failure,USB ports;Main board,48,83.2,Intermediate
smarttv,LG,OLED C1,some usb ports work others don't,USB failure,USB ports;Main board,36,84.0,Intermediate
smarttv,LG,OLED C1,hard drive not detected,Storage failure,Flash storage;Storage module,69,65.6,Advanced
smarttv,LG,OLED C1,storage full can't save anything,Storage failure,Flash storage;Storage module,72,69.1,Advanced
smarttv,LG,OLED C1,ssd failed system won't boot,Storage failure,Flash storage;Storage module,77,72.8,Advanced
smarttv,LG,OLED C1,corrupted storage data loss,Storage failure,Flash storage;Storage module,84,68.6,Advanced
smarttv,LG,OLED C1,disk errors constant warnings,Storage failure,Flash storage;Storage module,65,73.3,Advanced
smarttv,LG,OLED C1,device powers on but no display,Motherboard failure,Main board;Processor,158,67.7,Expert
smarttv,LG,OLED C1,random shutdowns motherboard issue,Motherboard failure,Main board;Processor,156,68.8,Expert
smarttv,LG,OLED C1,short circuit smell burning,Motherboard failure,Main board;Processor,140,63.1,Expert
smarttv,LG,OLED C1,no boot beep codes,Motherboard failure,Main board;Processor,142,63.0,Expert
smarttv,LG,OLED C1,device turns on for few seconds then dies,Motherboard failure,Main board;Processor,140,60.2,Expert
smarttv,Sony,X95K,won't turn on no power black screen,Power supply failure,Power supply board;Main board;Power cable,70,92.1,Intermediate
smarttv,Sony,X95K,completely dead not responding to power button,Power supply failure,Power supply board;Main board;Power cable,63,93.4,Intermediate
smarttv,Sony,X95K,no lights no signs of life,Power supply failure,Power supply board;Main board;Power cable,63,90.5,Intermediate
smarttv,Sony,X95K,power button not working device dead,Power supply failure,Power supply board;Main board;Power cable,51,92.3,Intermediate
smarttv,Sony,X95K,tried charging overnight still won't turn on,Power supply failure,Power supply board;Main board;Power cable,70,85.3,Intermediate
smarttv,Sony,X95K,screen cracked broken display,Screen damage,Display panel;T-CON board;LED backlight,73,91.9,Advanced
smarttv,Sony,X95K,display shattered touch not working,Screen damage,Display panel;T-CON board;LED backlight,83,99.4,Advanced
smarttv,Sony,X95K,black spots on screen after drop,Screen damage,Display panel;T-CON board;LED backlight,69,91.3,Advanced
smarttv,Sony,X95K,screen flickering lines across display,Screen damage,Display panel;T-CON board;LED backlight,66,92.4,Advanced
smarttv,Sony,X95K,half screen not working after fall,Screen damage,Display panel;T-CON board;LED backlight,80,93.2,Advanced
smarttv,Sony,X95K,screen stays black but device is on,Display malfunction,T-CON board;Main board;Display panel,68,88.0,Intermediate
